TAIUTC       28     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
850723    2446269.500000000000      .536300    .02600   .49500
850724    2446270.500000000000      .535100    .02900   .49500
850725    2446271.500000000000      .533900    .03300   .49500
850726    2446272.500000000000      .532900    .03600   .49500
850727    2446273.500000000000      .532100    .03900   .49500
850728    2446274.500000000000      .531600    .04300   .49500
850729    2446275.500000000000      .531300    .04600   .49500
850730    2446276.500000000000      .531000    .04900   .49500
850731    2446277.500000000000      .530700    .05300   .49500
850801    2446278.500000000000      .530300    .05600   .49500
850802    2446279.500000000000      .529700    .05900   .49500
850803    2446280.500000000000      .528900    .06300   .49400
850804    2446281.500000000000      .528000    .06600   .49400
850805    2446282.500000000000      .527100    .06900   .49400
850806    2446283.500000000000      .526100    .07300   .49300
850807    2446284.500000000000      .525200    .07600   .49300
850808    2446285.500000000000      .524400    .08000   .49300
850809    2446286.500000000000      .523700    .08300   .49200
850810    2446287.500000000000      .523200    .08600   .49200
850811    2446288.500000000000      .522900    .09000   .49100
850812    2446289.500000000000      .522600    .09300   .49100
850813    2446290.500000000000      .522400    .09600   .49000
850814    2446291.500000000000      .522200    .09900   .48900
850815    2446292.500000000000      .521900    .10300   .48800
850816    2446293.500000000000      .521300    .10600   .48800
850817    2446294.500000000000      .520500    .10900   .48700
850818    2446295.500000000000      .519400    .11200   .48600
850819    2446296.500000000000      .518000    .11500   .48500
850820    2446297.500000000000      .516600    .11800   .48400
850821    2446298.500000000000      .515200    .12100   .48300
850822    2446299.500000000000      .514000    .12400   .48200
850823    2446300.500000000000      .513000    .12700   .48100
850824    2446301.500000000000      .512300    .13000   .47900
850825    2446302.500000000000      .511700    .13300   .47800
850826    2446303.500000000000      .511300    .13600   .47700
850827    2446304.500000000000      .510800    .13900   .47600
850828    2446305.500000000000      .510200    .14200   .47400
850829    2446306.500000000000      .509400    .14500   .47300
850830    2446307.500000000000      .508400    .14800   .47100
850831    2446308.500000000000      .507200    .15000   .47000
850901    2446309.500000000000      .506000    .15300   .46800
850902    2446310.500000000000      .504700    .15600   .46700
850903    2446311.500000000000      .503500    .15900   .46500
850904    2446312.500000000000      .502300    .16100   .46400
850905    2446313.500000000000      .501300    .16400   .46200
850906    2446314.500000000000      .500500    .16600   .46000
850907    2446315.500000000000      .499700    .16900   .45800
850908    2446316.500000000000      .499100    .17100   .45600
850909    2446317.500000000000      .498500    .17400   .45500
850910    2446318.500000000000      .497900    .17600   .45300
850911    2446319.500000000000      .497100    .17800   .45100
850912    2446320.500000000000      .496200    .18100   .44900
850913    2446321.500000000000      .494900    .18300   .44700
850914    2446322.500000000000      .493400    .18500   .44500
850915    2446323.500000000000      .491500    .18700   .44200
850916    2446324.500000000000      .489400    .18900   .44000
850917    2446325.500000000000      .487300    .19100   .43800
850918    2446326.500000000000      .485400    .19300   .43600
850919    2446327.500000000000      .483700    .19500   .43400
850920    2446328.500000000000      .482300    .19700   .43100
850921    2446329.500000000000      .481200    .19900   .42900
850922    2446330.500000000000      .480200    .20000   .42700
850923    2446331.500000000000      .479100    .20200   .42400
850924    2446332.500000000000      .478000    .20400   .42200
850925    2446333.500000000000      .476700    .20500   .41900
850926    2446334.500000000000      .475200    .20700   .41700
850927    2446335.500000000000      .473600    .20800   .41400
850928    2446336.500000000000      .471800    .21000   .41200
850929    2446337.500000000000      .469900    .21100   .40900
850930    2446338.500000000000      .468100    .21200   .40600
851001    2446339.500000000000      .466300    .21400   .40400
851002    2446340.500000000000      .464600    .21500   .40100
851003    2446341.500000000000      .463100    .21600   .39800
851004    2446342.500000000000      .461700    .21700   .39500
851005    2446343.500000000000      .460400    .21900   .39200
851006    2446344.500000000000      .459200    .22000   .39000
851007    2446345.500000000000      .458000    .22000   .38700
851008    2446346.500000000000      .456800    .22100   .38400
851009    2446347.500000000000      .455400    .22200   .38100
851010    2446348.500000000000      .453800    .22300   .37800
851011    2446349.500000000000      .451800    .22400   .37500
851012    2446350.500000000000      .449600    .22500   .37200
851013    2446351.500000000000      .447100    .22600   .36900
851014    2446352.500000000000      .444400    .22600   .36600
851015    2446353.500000000000      .441900    .22700   .36300
851016    2446354.500000000000      .439600    .22800   .36000
851017    2446355.500000000000      .437600    .22800   .35800
851018    2446356.500000000000      .435900    .22900   .35500
851019    2446357.500000000000      .434400    .22900   .35200
851020    2446358.500000000000      .432900    .23000   .34900
851021    2446359.500000000000      .431400    .23000   .34600
851022    2446360.500000000000      .429700    .23100   .34300
851023    2446361.500000000000      .427900    .23100   .34000
851024    2446362.500000000000      .425800    .23100   .33700
851025    2446363.500000000000      .423700    .23200   .33400
851026    2446364.500000000000      .421500    .23200   .33100
851027    2446365.500000000000      .419200    .23200   .32800
851028    2446366.500000000000      .417100    .23200   .32600
851029    2446367.500000000000      .415000    .23200   .32300
851030    2446368.500000000000      .413200    .23300   .32000
851031    2446369.500000000000      .411500    .23300   .31700
851101    2446370.500000000000      .410000    .23300   .31400
851102    2446371.500000000000      .408600    .23300   .31200
851103    2446372.500000000000      .407300    .23300   .30900
851104    2446373.500000000000      .406000    .23300   .30600
851105    2446374.500000000000      .404600    .23200   .30300
851106    2446375.500000000000      .403000    .23200   .30100
851107    2446376.500000000000      .401200    .23200   .29800
851108    2446377.500000000000      .399000    .23200   .29500
851109    2446378.500000000000      .396700    .23200   .29300
851110    2446379.500000000000      .394200    .23200   .29000
851111    2446380.500000000000      .391700    .23100   .28800
851112    2446381.500000000000      .389300    .23100   .28500
851113    2446382.500000000000      .387300    .23100   .28200
851114    2446383.500000000000      .385500    .23000   .28000
851115    2446384.500000000000      .384100    .23000   .27700
851116    2446385.500000000000      .382700    .23000   .27500
851117    2446386.500000000000      .381400    .22900   .27200
851118    2446387.500000000000      .379900    .22900   .27000
851119    2446388.500000000000      .378300    .22900   .26700
851120    2446389.500000000000      .376500    .22800   .26500
851121    2446390.500000000000      .374600    .22800   .26200
851122    2446391.500000000000      .372600    .22700   .26000
851123    2446392.500000000000      .370500    .22700   .25700
851124    2446393.500000000000      .368600    .22600   .25500
851125    2446394.500000000000      .366700    .22600   .25200
851126    2446395.500000000000      .365000    .22500   .25000
851127    2446396.500000000000      .363500    .22500   .24700
851128    2446397.500000000000      .362200    .22400   .24500
851129    2446398.500000000000      .360900    .22400   .24300
851130    2446399.500000000000      .359800    .22300   .24000
851201    2446400.500000000000      .358600    .22200   .23800
851202    2446401.500000000000      .357400    .22200   .23500
851203    2446402.500000000000      .356000    .22100   .23300
851204    2446403.500000000000      .354400    .22000   .23100
851205    2446404.500000000000      .352600    .21900   .22800
851206    2446405.500000000000      .350500    .21900   .22600
851207    2446406.500000000000      .348200    .21800   .22400
851208    2446407.500000000000      .345900    .21700   .22100
851209    2446408.500000000000      .343600    .21600   .21900
851210    2446409.500000000000      .341600    .21500   .21700
851211    2446410.500000000000      .339800    .21500   .21500
851212    2446411.500000000000      .338300    .21400   .21300
851213    2446412.500000000000      .337100    .21200   .21100
851214    2446413.500000000000      .335800    .21100   .20800
851215    2446414.500000000000      .334500    .21000   .20600
851216    2446415.500000000000      .333100    .20900   .20400
851217    2446416.500000000000      .331500    .20800   .20200
851218    2446417.500000000000      .329700    .20700   .20000
851219    2446418.500000000000      .327900    .20600   .19800
851220    2446419.500000000000      .326100    .20500   .19600
851221    2446420.500000000000      .324400    .20300   .19400
851222    2446421.500000000000      .322800    .20200   .19200
851223    2446422.500000000000      .321300    .20100   .19000
851224    2446423.500000000000      .320100    .19900   .18800
851225    2446424.500000000000      .319100    .19800   .18600
851226    2446425.500000000000      .318200    .19600   .18400
851227    2446426.500000000000      .317400    .19500   .18200
851228    2446427.500000000000      .316700    .19300   .18000
851229    2446428.500000000000      .315900    .19200   .17800
851230    2446429.500000000000      .315000    .19000   .17600
851231    2446430.500000000000      .313900    .18800   .17400
860101    2446431.500000000000      .312600    .18700   .17200
860102    2446432.500000000000      .311100    .18500   .17000
860103    2446433.500000000000      .309400    .18300   .16900
860104    2446434.500000000000      .307600    .18100   .16700
860105    2446435.500000000000      .305800    .17900   .16500
860106    2446436.500000000000      .304200    .17700   .16300
860107    2446437.500000000000      .302800    .17500   .16100
860108    2446438.500000000000      .301700    .17300   .15900
860109    2446439.500000000000      .300800    .17100   .15700
860110    2446440.500000000000      .299900    .16900   .15500
860111    2446441.500000000000      .299000    .16800   .15300
860112    2446442.500000000000      .297900    .16500   .15100
860113    2446443.500000000000      .296600    .16400   .14900
860114    2446444.500000000000      .295000    .16100   .14700
860115    2446445.500000000000      .293300    .15900   .14500
860116    2446446.500000000000      .291600    .15700   .14400
860117    2446447.500000000000      .289800    .15500   .14200
860118    2446448.500000000000      .288200    .15300   .14100
860119    2446449.500000000000      .286700    .15000   .13900
860120    2446450.500000000000      .285300    .14800   .13700
860121    2446451.500000000000      .284200    .14500   .13600
860122    2446452.500000000000      .283100    .14200   .13500
860123    2446453.500000000000      .282200    .14000   .13300
860124    2446454.500000000000      .281300    .13700   .13200
860125    2446455.500000000000      .280300    .13400   .13100
860126    2446456.500000000000      .279300    .13100   .13000
860127    2446457.500000000000      .278000    .12800   .12800
860128    2446458.500000000000      .276400    .12500   .12700
860129    2446459.500000000000      .274700    .12200   .12600
860130    2446460.500000000000      .272700    .11900   .12500
860131    2446461.500000000000      .270700    .11600   .12400
860201    2446462.500000000000      .268600    .11300   .12400
860202    2446463.500000000000      .266800    .11100   .12300
860203    2446464.500000000000      .265100    .10800   .12200
860204    2446465.500000000000      .263600    .10500   .12200
860205    2446466.500000000000      .262400    .10300   .12100
860206    2446467.500000000000      .261200    .10000   .12100
860207    2446468.500000000000      .260000    .09800   .12000
860208    2446469.500000000000      .258700    .09500   .12000
860209    2446470.500000000000      .257100    .09300   .12000
860210    2446471.500000000000      .255400    .09100   .11900
860211    2446472.500000000000      .253500    .08800   .11900
860212    2446473.500000000000      .251500    .08600   .11900
860213    2446474.500000000000      .249500    .08400   .11900
860214    2446475.500000000000      .247700    .08100   .11900
860215    2446476.500000000000      .245900    .07900   .11800
860216    2446477.500000000000      .244300    .07600   .11800
860217    2446478.500000000000      .243000    .07400   .11800
860218    2446479.500000000000      .241700    .07200   .11800
860219    2446480.500000000000      .240600    .06900   .11800
860220    2446481.500000000000      .239500    .06600   .11800
860221    2446482.500000000000      .238500    .06300   .11800
860222    2446483.500000000000      .237300    .06000   .11800
860223    2446484.500000000000      .236000    .05700   .11800
860224    2446485.500000000000      .234600    .05400   .11800
860225    2446486.500000000000      .233000    .05100   .11800
860226    2446487.500000000000      .231200    .04800   .11800
860227    2446488.500000000000      .229200    .04500   .11800
860228    2446489.500000000000      .227300    .04200   .11800
860301    2446490.500000000000      .225500    .03900   .11800
860302    2446491.500000000000      .223900    .03600   .11800
860303    2446492.500000000000      .222600    .03200   .11800
860304    2446493.500000000000      .221600    .02900   .11800
860305    2446494.500000000000      .220600    .02600   .11800
860306    2446495.500000000000      .219700    .02300   .11900
860307    2446496.500000000000      .218700    .02000   .11900
860308    2446497.500000000000      .217500    .01700   .11900
860309    2446498.500000000000      .216100    .01500   .11900
860310    2446499.500000000000      .214500    .01200   .12000
860311    2446500.500000000000      .212800    .00900   .12000
860312    2446501.500000000000      .211100    .00600   .12100
860313    2446502.500000000000      .209500    .00400   .12100
860314    2446503.500000000000      .208100    .00100   .12100
860315    2446504.500000000000      .206800   -.00200   .12200
860316    2446505.500000000000      .205700   -.00400   .12300
860317    2446506.500000000000      .204800   -.00700   .12300
860318    2446507.500000000000      .204100   -.00900   .12400
860319    2446508.500000000000      .203400   -.01100   .12400
860320    2446509.500000000000      .202800   -.01400   .12500
860321    2446510.500000000000      .202100   -.01600   .12600
860322    2446511.500000000000      .201200   -.01800   .12700
860323    2446512.500000000000      .200100   -.02100   .12800
860324    2446513.500000000000      .198700   -.02300   .12900
860325    2446514.500000000000      .197000   -.02500   .13000
860326    2446515.500000000000      .195000   -.02700   .13100
860327    2446516.500000000000      .193000   -.03000   .13200
860328    2446517.500000000000      .191000   -.03200   .13400
860329    2446518.500000000000      .189200   -.03400   .13500
860330    2446519.500000000000      .187800   -.03600   .13600
860331    2446520.500000000000      .186500   -.03900   .13700
860401    2446521.500000000000      .185400   -.04100   .13900
860402    2446522.500000000000      .184400   -.04300   .14000
860403    2446523.500000000000      .183200   -.04500   .14100
860404    2446524.500000000000      .181900   -.04700   .14300
860405    2446525.500000000000      .180300   -.04900   .14500
860406    2446526.500000000000      .178500   -.05100   .14600
860407    2446527.500000000000      .176600   -.05300   .14800
860408    2446528.500000000000      .174500   -.05500   .15000
860409    2446529.500000000000      .172500   -.05700   .15200
860410    2446530.500000000000      .170500   -.05900   .15400
860411    2446531.500000000000      .168700   -.06000   .15500
860412    2446532.500000000000      .167100   -.06200   .15700
860413    2446533.500000000000      .165600   -.06400   .15900
860414    2446534.500000000000      .164300   -.06500   .16100
860415    2446535.500000000000      .163100   -.06700   .16300
860416    2446536.500000000000      .161900   -.06800   .16500
860417    2446537.500000000000      .160700   -.07000   .16700
860418    2446538.500000000000      .159400   -.07100   .16900
860419    2446539.500000000000      .157900   -.07200   .17100
860420    2446540.500000000000      .156200   -.07400   .17300
860421    2446541.500000000000      .154100   -.07500   .17500
860422    2446542.500000000000      .151900   -.07700   .17700
860423    2446543.500000000000      .149500   -.07800   .17900
860424    2446544.500000000000      .147100   -.07900   .18100
860425    2446545.500000000000      .144900   -.08100   .18300
860426    2446546.500000000000      .143000   -.08200   .18500
860427    2446547.500000000000      .141400   -.08300   .18700
860428    2446548.500000000000      .140000   -.08400   .18900
860429    2446549.500000000000      .138800   -.08500   .19100
860430    2446550.500000000000      .137600   -.08600   .19300
860501    2446551.500000000000      .136200   -.08700   .19500
860502    2446552.500000000000      .134600   -.08800   .19700
860503    2446553.500000000000      .132800   -.08900   .19900
860504    2446554.500000000000      .130900   -.09000   .20100
860505    2446555.500000000000      .128900   -.09000   .20300
860506    2446556.500000000000      .126800   -.09100   .20500
860507    2446557.500000000000      .124800   -.09200   .20700
860508    2446558.500000000000      .123000   -.09200   .21000
860509    2446559.500000000000      .121400   -.09300   .21200
860510    2446560.500000000000      .119900   -.09400   .21400
860511    2446561.500000000000      .118700   -.09400   .21600
860512    2446562.500000000000      .117600   -.09500   .21800
860513    2446563.500000000000      .116700   -.09500   .22100
860514    2446564.500000000000      .115700   -.09600   .22300
860515    2446565.500000000000      .114700   -.09600   .22500
860516    2446566.500000000000      .113500   -.09700   .22700
860517    2446567.500000000000      .112200   -.09700   .22900
860518    2446568.500000000000      .110700   -.09800   .23200
860519    2446569.500000000000      .108900   -.09800   .23400
860520    2446570.500000000000      .107000   -.09900   .23600
860521    2446571.500000000000      .105100   -.09900   .23800
860522    2446572.500000000000      .103300   -.10000   .24000
860523    2446573.500000000000      .101800   -.10000   .24200
860524    2446574.500000000000      .100600   -.10000   .24400
860525    2446575.500000000000      .099700   -.10100   .24600
860526    2446576.500000000000      .099000   -.10200   .24800
860527    2446577.500000000000      .098300   -.10200   .25000
860528    2446578.500000000000      .097600   -.10300   .25200
860529    2446579.500000000000      .096700   -.10300   .25300
860530    2446580.500000000000      .095600   -.10300   .25500
860531    2446581.500000000000      .094400   -.10400   .25700
860601    2446582.500000000000      .093200   -.10400   .25900
860602    2446583.500000000000      .091900   -.10400   .26100
860603    2446584.500000000000      .090800   -.10400   .26300
860604    2446585.500000000000      .089900   -.10400   .26500
860605    2446586.500000000000      .089100   -.10400   .26700
860606    2446587.500000000000      .088500   -.10300   .26900
860607    2446588.500000000000      .088100   -.10300   .27100
860608    2446589.500000000000      .087900   -.10200   .27400
860609    2446590.500000000000      .087800   -.10100   .27600
860610    2446591.500000000000      .087700   -.10000   .27800
860611    2446592.500000000000      .087500   -.10000   .28000
860612    2446593.500000000000      .087200   -.09900   .28200
860613    2446594.500000000000      .086700   -.09800   .28400
860614    2446595.500000000000      .085900   -.09600   .28700
860615    2446596.500000000000      .085000   -.09500   .28900
860616    2446597.500000000000      .083800   -.09400   .29100
860617    2446598.500000000000      .082600   -.09300   .29300
860618    2446599.500000000000      .081400   -.09200   .29600
860619    2446600.500000000000      .080300   -.09000   .29800
860620    2446601.500000000000      .079400   -.08900   .30000
860621    2446602.500000000000      .078800   -.08800   .30300
860622    2446603.500000000000      .078400   -.08700   .30500
860623    2446604.500000000000      .078100   -.08500   .30700
860624    2446605.500000000000      .077700   -.08400   .30900
860625    2446606.500000000000      .077100   -.08300   .31100
860626    2446607.500000000000      .076200   -.08100   .31300
860627    2446608.500000000000      .075200   -.08000   .31600
860628    2446609.500000000000      .074000   -.07900   .31800
860629    2446610.500000000000      .072800   -.07700   .32000
860630    2446611.500000000000      .071700   -.07600   .32200
860701    2446612.500000000000      .070700   -.07500   .32400
860702    2446613.500000000000      .069900   -.07300   .32600
860703    2446614.500000000000      .069300   -.07200   .32800
860704    2446615.500000000000      .068900   -.07000   .33000
860705    2446616.500000000000      .068600   -.06900   .33200
860706    2446617.500000000000      .068400   -.06700   .33400
860707    2446618.500000000000      .068300   -.06600   .33600
860708    2446619.500000000000      .068100   -.06400   .33800
860709    2446620.500000000000      .067700   -.06300   .34000
860710    2446621.500000000000      .067200   -.06100   .34200
860711    2446622.500000000000      .066500   -.06000   .34400
860712    2446623.500000000000      .065600   -.05800   .34600
860713    2446624.500000000000      .064500   -.05600   .34800
860714    2446625.500000000000      .063300   -.05400   .35000
860715    2446626.500000000000      .062200   -.05300   .35100
860716    2446627.500000000000      .061100   -.05100   .35300
860717    2446628.500000000000      .060200   -.04900   .35400
860718    2446629.500000000000      .059700   -.04700   .35600
860719    2446630.500000000000      .059300   -.04500   .35800
860720    2446631.500000000000      .059100   -.04300   .35900
860721    2446632.500000000000      .058800   -.04200   .36000
860722    2446633.500000000000      .058400   -.04000   .36200
860723    2446634.500000000000      .057700   -.03800   .36300
860724    2446635.500000000000      .056800   -.03600   .36400
860725    2446636.500000000000      .055800   -.03400   .36500
860726    2446637.500000000000      .054700   -.03300   .36700
860727    2446638.500000000000      .053600   -.03100   .36800
860728    2446639.500000000000      .052700   -.02900   .36800
860729    2446640.500000000000      .052000   -.02800   .36900
860730    2446641.500000000000      .051500   -.02600   .37000
860731    2446642.500000000000      .051100   -.02500   .37100
860801    2446643.500000000000      .050900   -.02400   .37200
860802    2446644.500000000000      .050900   -.02200   .37200
860803    2446645.500000000000      .050900   -.02100   .37300
860804    2446646.500000000000      .050800   -.02000   .37400
860805    2446647.500000000000      .050600   -.01900   .37500
860806    2446648.500000000000      .050200   -.01800   .37600
860807    2446649.500000000000      .049600   -.01700   .37700
860808    2446650.500000000000      .048700   -.01600   .37800
860809    2446651.500000000000      .047600   -.01400   .37900
860810    2446652.500000000000      .046400   -.01300   .38000
860811    2446653.500000000000      .045200   -.01200   .38100
860812    2446654.500000000000      .044000   -.01100   .38200
860813    2446655.500000000000      .043000   -.00900   .38300
860814    2446656.500000000000      .042300   -.00800   .38400
860815    2446657.500000000000      .041900   -.00700   .38500
860816    2446658.500000000000      .041500   -.00500   .38600
860817    2446659.500000000000      .041200   -.00400   .38700
860818    2446660.500000000000      .040700   -.00200   .38800
860819    2446661.500000000000      .040100    .00000   .38900
860820    2446662.500000000000      .039100    .00100   .39000
860821    2446663.500000000000      .038000    .00300   .39100
860822    2446664.500000000000      .036800    .00500   .39100
860823    2446665.500000000000      .035500    .00600   .39200
860824    2446666.500000000000      .034400    .00800   .39300
860825    2446667.500000000000      .033400    .01000   .39400
860826    2446668.500000000000      .032700    .01100   .39400
860827    2446669.500000000000      .032100    .01300   .39500
860828    2446670.500000000000      .031700    .01500   .39500
860829    2446671.500000000000      .031400    .01600   .39600
860830    2446672.500000000000      .031200    .01800   .39600
860831    2446673.500000000000      .031000    .02000   .39700
860901    2446674.500000000000      .030600    .02100   .39700
860902    2446675.500000000000      .030100    .02300   .39700
860903    2446676.500000000000      .029300    .02500   .39800
860904    2446677.500000000000      .028300    .02600   .39800
860905    2446678.500000000000      .027000    .02800   .39800
860906    2446679.500000000000      .025600    .03000   .39800
860907    2446680.500000000000      .024000    .03100   .39900
860908    2446681.500000000000      .022600    .03300   .39900
860909    2446682.500000000000      .021300    .03400   .39900
860910    2446683.500000000000      .020200    .03600   .39900
860911    2446684.500000000000      .019400    .03700   .39900
860912    2446685.500000000000      .018600    .03800   .39900
860913    2446686.500000000000      .018000    .04000   .39900
860914    2446687.500000000000      .017200    .04100   .39900
860915    2446688.500000000000      .016100    .04300   .39900
860916    2446689.500000000000      .014900    .04400   .39900
860917    2446690.500000000000      .013300    .04500   .39900
860918    2446691.500000000000      .011500    .04600   .39900
860919    2446692.500000000000      .009700    .04800   .39900
860920    2446693.500000000000      .007900    .04900   .39900
860921    2446694.500000000000      .006200    .05000   .39900
860922    2446695.500000000000      .004700    .05100   .39900
860923    2446696.500000000000      .003400    .05200   .39800
860924    2446697.500000000000      .002200    .05400   .39800
860925    2446698.500000000000      .001200    .05500   .39800
860926    2446699.500000000000      .000300    .05600   .39800
860927    2446700.500000000000     -.000700    .05700   .39700
860928    2446701.500000000000     -.001700    .05800   .39700
860929    2446702.500000000000     -.002900    .06000   .39600
860930    2446703.500000000000     -.004300    .06100   .39600
861001    2446704.500000000000     -.006000    .06200   .39500
861002    2446705.500000000000     -.008000    .06300   .39500
861003    2446706.500000000000     -.010100    .06400   .39500
861004    2446707.500000000000     -.012400    .06600   .39400
861005    2446708.500000000000     -.014600    .06700   .39400
861006    2446709.500000000000     -.016700    .06800   .39300
861007    2446710.500000000000     -.018400    .06900   .39300
861008    2446711.500000000000     -.020000    .07100   .39200
861009    2446712.500000000000     -.021200    .07200   .39200
861010    2446713.500000000000     -.022400    .07300   .39200
861011    2446714.500000000000     -.023700    .07400   .39100
861012    2446715.500000000000     -.025100    .07600   .39100
861013    2446716.500000000000     -.026700    .07700   .39100
861014    2446717.500000000000     -.028500    .07800   .39100
861015    2446718.500000000000     -.030500    .07900   .39000
861016    2446719.500000000000     -.032600    .08100   .39000
861017    2446720.500000000000     -.034700    .08200   .39000
861018    2446721.500000000000     -.036700    .08300   .38900
861019    2446722.500000000000     -.038400    .08500   .38900
861020    2446723.500000000000     -.040000    .08600   .38900
861021    2446724.500000000000     -.041300    .08700   .38800
861022    2446725.500000000000     -.042500    .08800   .38800
861023    2446726.500000000000     -.043500    .09000   .38800
861024    2446727.500000000000     -.044500    .09100   .38700
861025    2446728.500000000000     -.045500    .09200   .38700
861026    2446729.500000000000     -.046700    .09400   .38700
861027    2446730.500000000000     -.048000    .09500   .38700
861028    2446731.500000000000     -.049500    .09600   .38600
861029    2446732.500000000000     -.051200    .09700   .38600
861030    2446733.500000000000     -.053200    .09900   .38500
861031    2446734.500000000000     -.055300    .10000   .38500
861101    2446735.500000000000     -.057400    .10100   .38500
861102    2446736.500000000000     -.059400    .10300   .38400
861103    2446737.500000000000     -.061200    .10400   .38300
861104    2446738.500000000000     -.062700    .10500   .38300
861105    2446739.500000000000     -.063800    .10600   .38200
861106    2446740.500000000000     -.064800    .10800   .38200
861107    2446741.500000000000     -.065900    .10900   .38100
861108    2446742.500000000000     -.067000    .11100   .38000
861109    2446743.500000000000     -.068300    .11300   .37900
861110    2446744.500000000000     -.069800    .11400   .37800
861111    2446745.500000000000     -.071600    .11600   .37700
861112    2446746.500000000000     -.073400    .11700   .37600
861113    2446747.500000000000     -.075300    .11800   .37400
861114    2446748.500000000000     -.077000    .11900   .37300
861115    2446749.500000000000     -.078600    .12000   .37200
861116    2446750.500000000000     -.080000    .12100   .37100
861117    2446751.500000000000     -.081300    .12100   .37000
861118    2446752.500000000000     -.082300    .12200   .36800
861119    2446753.500000000000     -.083200    .12200   .36700
861120    2446754.500000000000     -.084000    .12300   .36600
861121    2446755.500000000000     -.084800    .12300   .36500
861122    2446756.500000000000     -.085700    .12300   .36400
861123    2446757.500000000000     -.086800    .12400   .36200
861124    2446758.500000000000     -.088100    .12400   .36100
861125    2446759.500000000000     -.089500    .12400   .36000
861126    2446760.500000000000     -.091200    .12500   .35900
861127    2446761.500000000000     -.093100    .12500   .35800
861128    2446762.500000000000     -.095000    .12600   .35600
861129    2446763.500000000000     -.096900    .12600   .35500
861130    2446764.500000000000     -.098600    .12700   .35400
861201    2446765.500000000000     -.100100    .12700   .35200
861202    2446766.500000000000     -.101200    .12800   .35100
861203    2446767.500000000000     -.102200    .12900   .35000
861204    2446768.500000000000     -.103100    .13000   .34800
861205    2446769.500000000000     -.104100    .13100   .34700
861206    2446770.500000000000     -.105200    .13200   .34600
861207    2446771.500000000000     -.106600    .13300   .34400
861208    2446772.500000000000     -.108200    .13400   .34300
861209    2446773.500000000000     -.109900    .13500   .34100
861210    2446774.500000000000     -.111500    .13600   .34000
861211    2446775.500000000000     -.113100    .13700   .33900
861212    2446776.500000000000     -.114600    .13800   .33700
861213    2446777.500000000000     -.115800    .13800   .33600
861214    2446778.500000000000     -.116800    .13900   .33500
861215    2446779.500000000000     -.117700    .14000   .33400
861216    2446780.500000000000     -.118400    .14000   .33200
861217    2446781.500000000000     -.119100    .14100   .33100
861218    2446782.500000000000     -.119700    .14100   .33000
861219    2446783.500000000000     -.120400    .14200   .32900
861220    2446784.500000000000     -.121300    .14200   .32800
861221    2446785.500000000000     -.122300    .14200   .32700
861222    2446786.500000000000     -.123600    .14300   .32600
861223    2446787.500000000000     -.125100    .14300   .32500
861224    2446788.500000000000     -.126700    .14400   .32500
861225    2446789.500000000000     -.128500    .14400   .32300
861226    2446790.500000000000     -.130300    .14400   .32200
861227    2446791.500000000000     -.132100    .14500   .32100
861228    2446792.500000000000     -.133600    .14500   .32000
861229    2446793.500000000000     -.134900    .14500   .31900
861230    2446794.500000000000     -.136000    .14500   .31700
861231    2446795.500000000000     -.136900    .14600   .31600
870101    2446796.500000000000     -.137900    .14600   .31500
870102    2446797.500000000000     -.139100    .14600   .31400
870103    2446798.500000000000     -.140600    .14600   .31200
870104    2446799.500000000000     -.142300    .14600   .31100
870105    2446800.500000000000     -.144100    .14600   .30900
870106    2446801.500000000000     -.146000    .14600   .30800
870107    2446802.500000000000     -.147800    .14500   .30700
870108    2446803.500000000000     -.149300    .14500   .30500
870109    2446804.500000000000     -.150700    .14500   .30400
870110    2446805.500000000000     -.151800    .14400   .30300
870111    2446806.500000000000     -.152800    .14400   .30200
870112    2446807.500000000000     -.153500    .14300   .30000
870113    2446808.500000000000     -.154200    .14300   .29900
870114    2446809.500000000000     -.154800    .14200   .29700
870115    2446810.500000000000     -.155500    .14100   .29600
870116    2446811.500000000000     -.156300    .14100   .29500
870117    2446812.500000000000     -.157300    .14000   .29300
870118    2446813.500000000000     -.158500    .14000   .29200
870119    2446814.500000000000     -.159800    .13900   .29000
870120    2446815.500000000000     -.161400    .13800   .28900
870121    2446816.500000000000     -.163100    .13800   .28800
870122    2446817.500000000000     -.164700    .13700   .28600
870123    2446818.500000000000     -.166400    .13700   .28500
870124    2446819.500000000000     -.167800    .13600   .28400
870125    2446820.500000000000     -.169000    .13600   .28200
870126    2446821.500000000000     -.170000    .13500   .28100
870127    2446822.500000000000     -.170800    .13500   .28000
870128    2446823.500000000000     -.171700    .13500   .27900
870129    2446824.500000000000     -.172700    .13400   .27700
870130    2446825.500000000000     -.174000    .13400   .27600
870131    2446826.500000000000     -.175600    .13300   .27500
870201    2446827.500000000000     -.177400    .13300   .27400
870202    2446828.500000000000     -.179300    .13200   .27300
870203    2446829.500000000000     -.181200    .13200   .27100
870204    2446830.500000000000     -.183000    .13200   .27000
870205    2446831.500000000000     -.184600    .13100   .26900
870206    2446832.500000000000     -.186000    .13100   .26800
870207    2446833.500000000000     -.187200    .13000   .26700
870208    2446834.500000000000     -.188200    .13000   .26600
870209    2446835.500000000000     -.189100    .12900   .26500
870210    2446836.500000000000     -.190000    .12900   .26400
