TAIUTC       28     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
920601    2448774.500000000000     -.507770   -.15760   .30350
920602    2448775.500000000000     -.509300   -.15740   .30600
920603    2448776.500000000000     -.510860   -.15720   .30880
920604    2448777.500000000000     -.512530   -.15690   .31150
920605    2448778.500000000000     -.514380   -.15660   .31410
920606    2448779.500000000000     -.516430   -.15630   .31630
920607    2448780.500000000000     -.518600   -.15600   .31830
920608    2448781.500000000000     -.520820   -.15550   .32020
920609    2448782.500000000000     -.522940   -.15480   .32220
920610    2448783.500000000000     -.524910   -.15420   .32450
920611    2448784.500000000000     -.526690   -.15370   .32710
920612    2448785.500000000000     -.528280   -.15350   .33000
920613    2448786.500000000000     -.529730   -.15340   .33300
920614    2448787.500000000000     -.531100   -.15320   .33600
920615    2448788.500000000000     -.532450   -.15300   .33910
920616    2448789.500000000000     -.533820   -.15290   .34200
920617    2448790.500000000000     -.535230   -.15310   .34480
920618    2448791.500000000000     -.536720   -.15330   .34740
920619    2448792.500000000000     -.538310   -.15340   .34990
920620    2448793.500000000000     -.540000   -.15330   .35220
920621    2448794.500000000000     -.541780   -.15300   .35440
920622    2448795.500000000000     -.543620   -.15220   .35660
920623    2448796.500000000000     -.545480   -.15120   .35880
920624    2448797.500000000000     -.547320   -.15020   .36100
920625    2448798.500000000000     -.549080   -.14920   .36340
920626    2448799.500000000000     -.550720   -.14800   .36580
920627    2448800.500000000000     -.552180   -.14680   .36840
920628    2448801.500000000000     -.553500   -.14570   .37100
920629    2448802.500000000000     -.554700   -.14470   .37350
920630    2448803.500000000000     -.555870   -.14360   .37590
920701    2448804.500000000000      .442910   -.14250   .37820
920702    2448805.500000000000      .441530   -.14130   .38050
920703    2448806.500000000000      .439970   -.14020   .38270
920704    2448807.500000000000      .438240   -.13920   .38490
920705    2448808.500000000000      .436440   -.13800   .38710
920706    2448809.500000000000      .434670   -.13670   .38940
920707    2448810.500000000000      .433050   -.13500   .39150
920708    2448811.500000000000      .431620   -.13320   .39370
920709    2448812.500000000000      .430400   -.13140   .39610
920710    2448813.500000000000      .429360   -.12990   .39880
920711    2448814.500000000000      .428440   -.12870   .40170
920712    2448815.500000000000      .427590   -.12800   .40450
920713    2448816.500000000000      .426760   -.12750   .40680
920714    2448817.500000000000      .425890   -.12700   .40860
920715    2448818.500000000000      .424920   -.12620   .41010
920716    2448819.500000000000      .423840   -.12490   .41160
920717    2448820.500000000000      .422620   -.12310   .41330
920718    2448821.500000000000      .421270   -.12070   .41540
920719    2448822.500000000000      .419810   -.11810   .41780
920720    2448823.500000000000      .418290   -.11540   .42040
920721    2448824.500000000000      .416740   -.11280   .42290
920722    2448825.500000000000      .415210   -.11040   .42520
920723    2448826.500000000000      .413720   -.10820   .42740
920724    2448827.500000000000      .412290   -.10600   .42950
920725    2448828.500000000000      .410960   -.10400   .43150
920726    2448829.500000000000      .409700   -.10210   .43340
920727    2448830.500000000000      .408480   -.10000   .43530
920728    2448831.500000000000      .407210   -.09800   .43720
920729    2448832.500000000000      .405800   -.09610   .43900
920730    2448833.500000000000      .404170   -.09430   .44080
920731    2448834.500000000000      .402300   -.09250   .44270
920801    2448835.500000000000      .400250   -.09040   .44490
920802    2448836.500000000000      .398100   -.08830   .44730
920803    2448837.500000000000      .395990   -.08620   .44970
920804    2448838.500000000000      .394030   -.08410   .45190
920805    2448839.500000000000      .392270   -.08220   .45410
920806    2448840.500000000000      .390740   -.08040   .45610
920807    2448841.500000000000      .389360   -.07850   .45790
920808    2448842.500000000000      .388130   -.07650   .45980
920809    2448843.500000000000      .386930   -.07440   .46200
920810    2448844.500000000000      .385740   -.07250   .46470
920811    2448845.500000000000      .384440   -.07070   .46720
920812    2448846.500000000000      .383000   -.06890   .46970
920813    2448847.500000000000      .381410   -.06710   .47180
920814    2448848.500000000000      .379670   -.06510   .47380
920815    2448849.500000000000      .377810   -.06300   .47590
920816    2448850.500000000000      .375910   -.06070   .47780
920817    2448851.500000000000      .374010   -.05810   .47970
920818    2448852.500000000000      .372140   -.05540   .48150
920819    2448853.500000000000      .370340   -.05250   .48310
920820    2448854.500000000000      .368630   -.04930   .48460
920821    2448855.500000000000      .366990   -.04610   .48590
920822    2448856.500000000000      .365430   -.04310   .48710
920823    2448857.500000000000      .363870   -.04010   .48820
920824    2448858.500000000000      .362240   -.03720   .48920
920825    2448859.500000000000      .360450   -.03420   .49030
920826    2448860.500000000000      .358410   -.03100   .49160
920827    2448861.500000000000      .356090   -.02770   .49320
920828    2448862.500000000000      .353510   -.02440   .49490
920829    2448863.500000000000      .350780   -.02130   .49670
920830    2448864.500000000000      .348080   -.01830   .49850
920831    2448865.500000000000      .345530   -.01560   .49990
920901    2448866.500000000000      .343280   -.01320   .50090
920902    2448867.500000000000      .341300   -.01100   .50120
920903    2448868.500000000000      .339610   -.00890   .50110
920904    2448869.500000000000      .338160   -.00670   .50090
920905    2448870.500000000000      .336830   -.00410   .50120
920906    2448871.500000000000      .335500   -.00150   .50160
920907    2448872.500000000000      .334060    .00100   .50250
920908    2448873.500000000000      .332470    .00330   .50350
920909    2448874.500000000000      .330710    .00560   .50440
920910    2448875.500000000000      .328790    .00800   .50510
920911    2448876.500000000000      .326740    .01050   .50550
920912    2448877.500000000000      .324630    .01280   .50570
920913    2448878.500000000000      .322500    .01510   .50570
920914    2448879.500000000000      .320410    .01730   .50570
920915    2448880.500000000000      .318410    .01940   .50570
920916    2448881.500000000000      .316510    .02180   .50610
920917    2448882.500000000000      .314740    .02440   .50650
920918    2448883.500000000000      .313070    .02720   .50680
920919    2448884.500000000000      .311460    .02990   .50690
920920    2448885.500000000000      .309850    .03240   .50670
920921    2448886.500000000000      .308150    .03460   .50650
920922    2448887.500000000000      .306280    .03650   .50630
920923    2448888.500000000000      .304180    .03830   .50610
920924    2448889.500000000000      .301830    .04020   .50610
920925    2448890.500000000000      .299280    .04220   .50610
920926    2448891.500000000000      .296630    .04450   .50620
920927    2448892.500000000000      .294000    .04660   .50590
920928    2448893.500000000000      .291520    .04870   .50550
920929    2448894.500000000000      .289250    .05080   .50480
920930    2448895.500000000000      .287200    .05300   .50400
921001    2448896.500000000000      .285310    .05540   .50320
921002    2448897.500000000000      .283510    .05780   .50250
921003    2448898.500000000000      .281730    .06040   .50230
921004    2448899.500000000000      .279930    .06310   .50210
921005    2448900.500000000000      .278090    .06620   .50190
921006    2448901.500000000000      .276060    .06920   .50190
921007    2448902.500000000000      .273860    .07230   .50180
921008    2448903.500000000000      .271500    .07530   .50160
921009    2448904.500000000000      .269030    .07810   .50110
921010    2448905.500000000000      .266500    .08060   .50040
921011    2448906.500000000000      .264000    .08280   .49930
921012    2448907.500000000000      .261590    .08510   .49810
921013    2448908.500000000000      .259290    .08750   .49670
921014    2448909.500000000000      .257110    .09020   .49560
921015    2448910.500000000000      .255040    .09310   .49500
921016    2448911.500000000000      .253030    .09580   .49480
921017    2448912.500000000000      .250990    .09830   .49470
921018    2448913.500000000000      .248840    .10040   .49450
921019    2448914.500000000000      .246500    .10220   .49380
921020    2448915.500000000000      .243930    .10390   .49290
921021    2448916.500000000000      .241090    .10600   .49170
921022    2448917.500000000000      .238030    .10820   .49040
921023    2448918.500000000000      .234860    .11070   .48940
921024    2448919.500000000000      .231710    .11330   .48850
921025    2448920.500000000000      .228690    .11560   .48770
921026    2448921.500000000000      .225910    .11750   .48700
921027    2448922.500000000000      .223370    .11900   .48600
921028    2448923.500000000000      .221060    .12020   .48480
921029    2448924.500000000000      .218890    .12140   .48350
921030    2448925.500000000000      .216770    .12300   .48220
921031    2448926.500000000000      .214650    .12500   .48090
921101    2448927.500000000000      .212490    .12740   .47950
921102    2448928.500000000000      .210260    .12990   .47810
921103    2448929.500000000000      .207970    .13220   .47670
921104    2448930.500000000000      .205610    .13400   .47560
921105    2448931.500000000000      .203160    .13550   .47420
921106    2448932.500000000000      .200660    .13690   .47300
921107    2448933.500000000000      .198160    .13810   .47150
921108    2448934.500000000000      .195690    .13950   .47000
921109    2448935.500000000000      .193290    .14110   .46830
921110    2448936.500000000000      .190990    .14290   .46650
921111    2448937.500000000000      .188780    .14490   .46470
921112    2448938.500000000000      .186680    .14700   .46300
921113    2448939.500000000000      .184600    .14920   .46150
921114    2448940.500000000000      .182490    .15130   .46010
921115    2448941.500000000000      .180240    .15350   .45890
921116    2448942.500000000000      .177800    .15580   .45770
921117    2448943.500000000000      .175110    .15820   .45650
921118    2448944.500000000000      .172210    .16060   .45540
921119    2448945.500000000000      .169180    .16300   .45420
921120    2448946.500000000000      .166140    .16520   .45290
921121    2448947.500000000000      .163200    .16720   .45130
921122    2448948.500000000000      .160440    .16870   .44960
921123    2448949.500000000000      .157890    .16960   .44780
921124    2448950.500000000000      .155550    .17020   .44580
921125    2448951.500000000000      .153330    .17060   .44370
921126    2448952.500000000000      .151200    .17090   .44140
921127    2448953.500000000000      .149090    .17140   .43900
921128    2448954.500000000000      .146940    .17200   .43660
921129    2448955.500000000000      .144730    .17270   .43420
921130    2448956.500000000000      .142420    .17350   .43200
921201    2448957.500000000000      .140010    .17440   .42990
921202    2448958.500000000000      .137480    .17560   .42780
921203    2448959.500000000000      .134850    .17690   .42580
921204    2448960.500000000000      .132170    .17820   .42400
921205    2448961.500000000000      .129480    .17950   .42240
921206    2448962.500000000000      .126820    .18060   .42070
921207    2448963.500000000000      .124250    .18160   .41890
921208    2448964.500000000000      .121780    .18240   .41680
921209    2448965.500000000000      .119410    .18330   .41460
921210    2448966.500000000000      .117070    .18410   .41230
921211    2448967.500000000000      .114710    .18510   .41010
921212    2448968.500000000000      .112270    .18620   .40790
921213    2448969.500000000000      .109670    .18740   .40580
921214    2448970.500000000000      .106900    .18860   .40380
921215    2448971.500000000000      .103960    .18980   .40190
921216    2448972.500000000000      .100910    .19080   .40000
921217    2448973.500000000000      .097890    .19170   .39790
921218    2448974.500000000000      .094980    .19270   .39550
921219    2448975.500000000000      .092280    .19350   .39300
921220    2448976.500000000000      .089820    .19420   .39030
921221    2448977.500000000000      .087580    .19480   .38770
921222    2448978.500000000000      .085510    .19550   .38520
921223    2448979.500000000000      .083520    .19610   .38270
921224    2448980.500000000000      .081540    .19670   .38030
921225    2448981.500000000000      .079490    .19770   .37770
921226    2448982.500000000000      .077340    .19920   .37510
921227    2448983.500000000000      .075060    .20100   .37240
921228    2448984.500000000000      .072640    .20310   .36980
921229    2448985.500000000000      .070100    .20510   .36720
921230    2448986.500000000000      .067440    .20670   .36470
921231    2448987.500000000000      .064740    .20780   .36200
930101    2448988.500000000000      .062020    .20850   .35910
930102    2448989.500000000000      .059310    .20870   .35590
930103    2448990.500000000000      .056670    .20880   .35260
930104    2448991.500000000000      .054130    .20890   .34960
930105    2448992.500000000000      .051660    .20900   .34660
930106    2448993.500000000000      .049250    .20930   .34380
930107    2448994.500000000000      .046870    .20970   .34110
930108    2448995.500000000000      .044430    .21060   .33840
930109    2448996.500000000000      .041880    .21160   .33580
930110    2448997.500000000000      .039200    .21280   .33320
930111    2448998.500000000000      .036350    .21390   .33080
930112    2448999.500000000000      .033380    .21480   .32840
930113    2449000.500000000000      .030390    .21530   .32620
930114    2449001.500000000000      .027470    .21550   .32410
930115    2449002.500000000000      .024700    .21530   .32180
930116    2449003.500000000000      .022140    .21450   .31920
930117    2449004.500000000000      .019760    .21370   .31640
930118    2449005.500000000000      .017550    .21280   .31330
930119    2449006.500000000000      .015450    .21230   .31010
930120    2449007.500000000000      .013390    .21200   .30690
930121    2449008.500000000000      .011330    .21190   .30390
930122    2449009.500000000000      .009180    .21200   .30100
930123    2449010.500000000000      .006930    .21210   .29850
930124    2449011.500000000000      .004560    .21230   .29630
930125    2449012.500000000000      .002050    .21240   .29430
930126    2449013.500000000000     -.000560    .21230   .29230
930127    2449014.500000000000     -.003260    .21180   .29030
930128    2449015.500000000000     -.005990    .21110   .28830
930129    2449016.500000000000     -.008700    .21020   .28610
930130    2449017.500000000000     -.011360    .20910   .28370
930131    2449018.500000000000     -.013930    .20800   .28110
930201    2449019.500000000000     -.016400    .20680   .27840
930202    2449020.500000000000     -.018780    .20580   .27550
930203    2449021.500000000000     -.021130    .20560   .27260
930204    2449022.500000000000     -.023540    .20560   .26960
930205    2449023.500000000000     -.026100    .20570   .26680
930206    2449024.500000000000     -.028890    .20570   .26460
930207    2449025.500000000000     -.031950    .20570   .26240
930208    2449026.500000000000     -.035220    .20540   .26020
930209    2449027.500000000000     -.038600    .20490   .25780
930210    2449028.500000000000     -.041940    .20420   .25530
930211    2449029.500000000000     -.045120    .20340   .25270
930212    2449030.500000000000     -.048040    .20220   .25010
930213    2449031.500000000000     -.050690    .20090   .24750
930214    2449032.500000000000     -.053100    .19950   .24500
930215    2449033.500000000000     -.055360    .19840   .24250
930216    2449034.500000000000     -.057560    .19760   .24010
930217    2449035.500000000000     -.059770    .19710   .23740
930218    2449036.500000000000     -.062060    .19680   .23490
930219    2449037.500000000000     -.064480    .19630   .23270
930220    2449038.500000000000     -.067050    .19540   .23090
930221    2449039.500000000000     -.069760    .19390   .22940
930222    2449040.500000000000     -.072580    .19190   .22800
930223    2449041.500000000000     -.075440    .18960   .22670
930224    2449042.500000000000     -.078280    .18730   .22480
930225    2449043.500000000000     -.081040    .18490   .22290
930226    2449044.500000000000     -.083670    .18260   .22080
930227    2449045.500000000000     -.086170    .18060   .21860
930228    2449046.500000000000     -.088550    .17860   .21650
930301    2449047.500000000000     -.090820    .17660   .21440
930302    2449048.500000000000     -.093050    .17460   .21250
930303    2449049.500000000000     -.095270    .17270   .21070
930304    2449050.500000000000     -.097570    .17120   .20900
930305    2449051.500000000000     -.100040    .16980   .20760
930306    2449052.500000000000     -.102740    .16840   .20610
930307    2449053.500000000000     -.105670    .16700   .20450
930308    2449054.500000000000     -.108820    .16580   .20290
930309    2449055.500000000000     -.112070    .16470   .20140
930310    2449056.500000000000     -.115300    .16370   .19980
930311    2449057.500000000000     -.118410    .16310   .19830
930312    2449058.500000000000     -.121340    .16260   .19690
930313    2449059.500000000000     -.124090    .16190   .19550
930314    2449060.500000000000     -.126700    .16050   .19410
930315    2449061.500000000000     -.129220    .15850   .19270
930316    2449062.500000000000     -.131720    .15600   .19120
930317    2449063.500000000000     -.134240    .15360   .18970
930318    2449064.500000000000     -.136820    .15110   .18820
930319    2449065.500000000000     -.139480    .14860   .18670
930320    2449066.500000000000     -.142240    .14650   .18530
930321    2449067.500000000000     -.145080    .14460   .18390
930322    2449068.500000000000     -.147980    .14270   .18260
930323    2449069.500000000000     -.150890    .14090   .18110
930324    2449070.500000000000     -.153770    .13870   .17970
930325    2449071.500000000000     -.156570    .13620   .17840
930326    2449072.500000000000     -.159240    .13330   .17720
930327    2449073.500000000000     -.161770    .13020   .17590
930328    2449074.500000000000     -.164180    .12700   .17440
930329    2449075.500000000000     -.166510    .12370   .17300
930330    2449076.500000000000     -.168780    .12050   .17160
930331    2449077.500000000000     -.171100    .11770   .17070
930401    2449078.500000000000     -.173530    .11520   .16980
930402    2449079.500000000000     -.176160    .11280   .16910
930403    2449080.500000000000     -.179040    .11040   .16850
930404    2449081.500000000000     -.182150    .10750   .16790
930405    2449082.500000000000     -.185420    .10440   .16730
930406    2449083.500000000000     -.188740    .10100   .16680
930407    2449084.500000000000     -.192020    .09740   .16630
930408    2449085.500000000000     -.195150    .09380   .16590
930409    2449086.500000000000     -.198100    .09020   .16540
930410    2449087.500000000000     -.200870    .08710   .16490
930411    2449088.500000000000     -.203550    .08430   .16440
930412    2449089.500000000000     -.206190    .08180   .16390
930413    2449090.500000000000     -.208850    .07970   .16360
930414    2449091.500000000000     -.211560    .07790   .16360
930415    2449092.500000000000     -.214370    .07620   .16360
930416    2449093.500000000000     -.217250    .07440   .16360
930417    2449094.500000000000     -.220190    .07240   .16350
930418    2449095.500000000000     -.223160    .07030   .16350
930419    2449096.500000000000     -.226110    .06800   .16340
930420    2449097.500000000000     -.229010    .06550   .16340
930421    2449098.500000000000     -.231860    .06280   .16340
930422    2449099.500000000000     -.234660    .06000   .16330
930423    2449100.500000000000     -.237380    .05700   .16310
930424    2449101.500000000000     -.240030    .05400   .16290
930425    2449102.500000000000     -.242620    .05110   .16280
930426    2449103.500000000000     -.245150    .04830   .16300
930427    2449104.500000000000     -.247720    .04580   .16340
930428    2449105.500000000000     -.250380    .04340   .16380
930429    2449106.500000000000     -.253210    .04140   .16420
930430    2449107.500000000000     -.256260    .03950   .16460
930501    2449108.500000000000     -.259530    .03800   .16500
930502    2449109.500000000000     -.262960    .03660   .16530
930503    2449110.500000000000     -.266440    .03510   .16560
930504    2449111.500000000000     -.269820    .03330   .16580
930505    2449112.500000000000     -.273010    .03140   .16610
930506    2449113.500000000000     -.275920    .02950   .16620
930507    2449114.500000000000     -.278580    .02770   .16640
930508    2449115.500000000000     -.281060    .02590   .16640
930509    2449116.500000000000     -.283450    .02400   .16640
930510    2449117.500000000000     -.285810    .02210   .16630
930511    2449118.500000000000     -.288210    .02010   .16620
930512    2449119.500000000000     -.290630    .01820   .16610
930513    2449120.500000000000     -.293110    .01660   .16640
930514    2449121.500000000000     -.295620    .01530   .16680
930515    2449122.500000000000     -.298190    .01400   .16740
930516    2449123.500000000000     -.300760    .01270   .16820
930517    2449124.500000000000     -.303350    .01140   .16900
930518    2449125.500000000000     -.305900    .01020   .17000
930519    2449126.500000000000     -.308370    .00900   .17090
930520    2449127.500000000000     -.310740    .00760   .17190
930521    2449128.500000000000     -.313020    .00600   .17290
930522    2449129.500000000000     -.315210    .00400   .17390
930523    2449130.500000000000     -.317330    .00190   .17490
930524    2449131.500000000000     -.319460   -.00040   .17570
930525    2449132.500000000000     -.321670   -.00270   .17650
930526    2449133.500000000000     -.324010   -.00490   .17700
930527    2449134.500000000000     -.326530   -.00690   .17740
930528    2449135.500000000000     -.329230   -.00870   .17770
930529    2449136.500000000000     -.332050   -.01040   .17800
930530    2449137.500000000000     -.334910   -.01200   .17840
930531    2449138.500000000000     -.337740   -.01370   .17890
930601    2449139.500000000000     -.340400   -.01540   .17950
930602    2449140.500000000000     -.342860   -.01710   .18000
930603    2449141.500000000000     -.345090   -.01890   .18050
930604    2449142.500000000000     -.347110   -.02090   .18090
930605    2449143.500000000000     -.348990   -.02280   .18150
930606    2449144.500000000000     -.350850   -.02460   .18240
930607    2449145.500000000000     -.352750   -.02650   .18330
930608    2449146.500000000000     -.354750   -.02830   .18430
930609    2449147.500000000000     -.356830   -.03020   .18530
930610    2449148.500000000000     -.359000   -.03200   .18620
930611    2449149.500000000000     -.361230   -.03350   .18700
930612    2449150.500000000000     -.363480   -.03470   .18810
930613    2449151.500000000000     -.365710   -.03560   .18930
930614    2449152.500000000000     -.367870   -.03660   .19060
930615    2449153.500000000000     -.369940   -.03780   .19200
930616    2449154.500000000000     -.371910   -.03920   .19350
930617    2449155.500000000000     -.373770   -.04090   .19480
930618    2449156.500000000000     -.375540   -.04290   .19590
930619    2449157.500000000000     -.377260   -.04510   .19690
930620    2449158.500000000000     -.378960   -.04720   .19780
930621    2449159.500000000000     -.380710   -.04930   .19860
930622    2449160.500000000000     -.382560   -.05130   .19930
930623    2449161.500000000000     -.384570   -.05300   .20020
930624    2449162.500000000000     -.386740   -.05440   .20140
930625    2449163.500000000000     -.389030   -.05560   .20260
930626    2449164.500000000000     -.391360   -.05660   .20380
930627    2449165.500000000000     -.393640   -.05770   .20480
930628    2449166.500000000000     -.395800   -.05880   .20590
930629    2449167.500000000000     -.397790   -.06000   .20690
930630    2449168.500000000000     -.399570   -.06120   .20810
930701    2449169.500000000000      .598830   -.06230   .20930
930702    2449170.500000000000      .597400   -.06350   .21060
930703    2449171.500000000000      .596020   -.06470   .21180
930704    2449172.500000000000      .594640   -.06580   .21300
930705    2449173.500000000000      .593210   -.06680   .21410
930706    2449174.500000000000      .591730   -.06760   .21520
930707    2449175.500000000000      .590180   -.06810   .21610
930708    2449176.500000000000      .588590   -.06830   .21680
930709    2449177.500000000000      .586970   -.06840   .21760
930710    2449178.500000000000      .585360   -.06850   .21860
930711    2449179.500000000000      .583750   -.06850   .21960
930712    2449180.500000000000      .582180   -.06870   .22090
930713    2449181.500000000000      .580690   -.06900   .22230
930714    2449182.500000000000      .579290   -.06950   .22380
930715    2449183.500000000000      .577960   -.07020   .22510
930716    2449184.500000000000      .576720   -.07110   .22660
930717    2449185.500000000000      .575500   -.07190   .22800
930718    2449186.500000000000      .574250   -.07240   .22970
930719    2449187.500000000000      .572850   -.07280   .23150
930720    2449188.500000000000      .571250   -.07310   .23330
930721    2449189.500000000000      .569400   -.07340   .23510
930722    2449190.500000000000      .567320   -.07380   .23670
930723    2449191.500000000000      .565110   -.07430   .23830
930724    2449192.500000000000      .562870   -.07490   .23990
930725    2449193.500000000000      .560710   -.07560   .24150
930726    2449194.500000000000      .558740   -.07650   .24310
930727    2449195.500000000000      .556970   -.07770   .24480
930728    2449196.500000000000      .555390   -.07890   .24660
930729    2449197.500000000000      .553930   -.08000   .24840
930730    2449198.500000000000      .552520   -.08110   .25020
930731    2449199.500000000000      .551080   -.08220   .25210
930801    2449200.500000000000      .549560   -.08320   .25390
930802    2449201.500000000000      .547930   -.08410   .25560
930803    2449202.500000000000      .546150   -.08510   .25730
930804    2449203.500000000000      .544250   -.08630   .25910
930805    2449204.500000000000      .542280   -.08780   .26110
930806    2449205.500000000000      .540280   -.08930   .26300
930807    2449206.500000000000      .538280   -.09070   .26500
930808    2449207.500000000000      .536350   -.09210   .26700
930809    2449208.500000000000      .534530   -.09310   .26890
930810    2449209.500000000000      .532870   -.09410   .27090
930811    2449210.500000000000      .531320   -.09470   .27300
930812    2449211.500000000000      .529880   -.09530   .27520
930813    2449212.500000000000      .528470   -.09570   .27740
930814    2449213.500000000000      .527010   -.09630   .27950
930815    2449214.500000000000      .525400   -.09700   .28160
930816    2449215.500000000000      .523570   -.09780   .28350
930817    2449216.500000000000      .521480   -.09880   .28540
930818    2449217.500000000000      .519160   -.09980   .28710
930819    2449218.500000000000      .516650   -.10070   .28880
930820    2449219.500000000000      .514060   -.10140   .29050
930821    2449220.500000000000      .511520   -.10180   .29210
930822    2449221.500000000000      .509110   -.10210   .29370
930823    2449222.500000000000      .506900   -.10210   .29550
930824    2449223.500000000000      .504930   -.10200   .29730
930825    2449224.500000000000      .503150   -.10170   .29940
930826    2449225.500000000000      .501500   -.10150   .30170
930827    2449226.500000000000      .499930   -.10110   .30410
930828    2449227.500000000000      .498360   -.10080   .30650
930829    2449228.500000000000      .496720   -.10050   .30890
930830    2449229.500000000000      .494960   -.10010   .31110
930831    2449230.500000000000      .493080   -.09980   .31310
930901    2449231.500000000000      .491080   -.09950   .31510
930902    2449232.500000000000      .489000   -.09930   .31690
930903    2449233.500000000000      .486890   -.09920   .31880
930904    2449234.500000000000      .484790   -.09920   .32060
930905    2449235.500000000000      .482760   -.09940   .32230
930906    2449236.500000000000      .480820   -.09980   .32400
930907    2449237.500000000000      .478990   -.10030   .32560
930908    2449238.500000000000      .477240   -.10090   .32710
930909    2449239.500000000000      .475540   -.10130   .32870
930910    2449240.500000000000      .473830   -.10140   .33030
930911    2449241.500000000000      .472020   -.10120   .33210
930912    2449242.500000000000      .470060   -.10060   .33400
930913    2449243.500000000000      .467860   -.09980   .33610
930914    2449244.500000000000      .465400   -.09900   .33840
930915    2449245.500000000000      .462700   -.09810   .34090
930916    2449246.500000000000      .459870   -.09740   .34330
930917    2449247.500000000000      .457040   -.09690   .34560
930918    2449248.500000000000      .454330   -.09670   .34760
930919    2449249.500000000000      .451820   -.09670   .34940
930920    2449250.500000000000      .449540   -.09680   .35080
930921    2449251.500000000000      .447430   -.09710   .35200
930922    2449252.500000000000      .445410   -.09730   .35320
930923    2449253.500000000000      .443400   -.09730   .35440
930924    2449254.500000000000      .441330   -.09720   .35590
930925    2449255.500000000000      .439180   -.09680   .35770
930926    2449256.500000000000      .436940   -.09640   .35960
930927    2449257.500000000000      .434610   -.09590   .36170
930928    2449258.500000000000      .432230   -.09560   .36390
930929    2449259.500000000000      .429820   -.09540   .36600
930930    2449260.500000000000      .427440   -.09540   .36800
931001    2449261.500000000000      .425090   -.09540   .36990
931002    2449262.500000000000      .422810   -.09530   .37170
931003    2449263.500000000000      .420610   -.09490   .37340
931004    2449264.500000000000      .418450   -.09430   .37520
931005    2449265.500000000000      .416330   -.09390   .37710
931006    2449266.500000000000      .414210   -.09350   .37890
931007    2449267.500000000000      .412070   -.09280   .38070
931008    2449268.500000000000      .409860   -.09210   .38250
931009    2449269.500000000000      .407530   -.09110   .38420
931010    2449270.500000000000      .405040   -.08990   .38600
931011    2449271.500000000000      .402320   -.08850   .38790
931012    2449272.500000000000      .399370   -.08700   .39000
931013    2449273.500000000000      .396210   -.08560   .39230
931014    2449274.500000000000      .392950   -.08430   .39450
931015    2449275.500000000000      .389700   -.08320   .39660
931016    2449276.500000000000      .386590   -.08240   .39840
931017    2449277.500000000000      .383700   -.08180   .39990
931018    2449278.500000000000      .381050   -.08140   .40120
931019    2449279.500000000000      .378580   -.08100   .40240
931020    2449280.500000000000      .376220   -.08070   .40370
931021    2449281.500000000000      .373850   -.08030   .40510
931022    2449282.500000000000      .371430   -.07980   .40670
931023    2449283.500000000000      .368920   -.07930   .40830
931024    2449284.500000000000      .366320   -.07860   .41000
931025    2449285.500000000000      .363640   -.07790   .41170
931026    2449286.500000000000      .360900   -.07710   .41340
931027    2449287.500000000000      .358140   -.07640   .41510
931028    2449288.500000000000      .355400   -.07580   .41670
931029    2449289.500000000000      .352700   -.07530   .41800
931030    2449290.500000000000      .350080   -.07490   .41910
931031    2449291.500000000000      .347580   -.07440   .42000
931101    2449292.500000000000      .345190   -.07360   .42080
931102    2449293.500000000000      .342920   -.07250   .42150
931103    2449294.500000000000      .340730   -.07100   .42230
931104    2449295.500000000000      .338570   -.06910   .42340
931105    2449296.500000000000      .336360   -.06690   .42470
931106    2449297.500000000000      .334050   -.06460   .42630
931107    2449298.500000000000      .331570   -.06230   .42810
931108    2449299.500000000000      .328860   -.06010   .42980
931109    2449300.500000000000      .325950   -.05810   .43140
931110    2449301.500000000000      .322900   -.05640   .43290
931111    2449302.500000000000      .319790   -.05490   .43420
931112    2449303.500000000000      .316760   -.05350   .43530
931113    2449304.500000000000      .313900   -.05210   .43610
931114    2449305.500000000000      .311250   -.05080   .43690
931115    2449306.500000000000      .308810   -.04950   .43760
931116    2449307.500000000000      .306520   -.04850   .43850
931117    2449308.500000000000      .304290   -.04770   .43940
931118    2449309.500000000000      .302040   -.04700   .44040
931119    2449310.500000000000      .299740   -.04640   .44150
931120    2449311.500000000000      .297370   -.04590   .44260
931121    2449312.500000000000      .294960   -.04530   .44370
931122    2449313.500000000000      .292500   -.04460   .44480
931123    2449314.500000000000      .290030   -.04370   .44590
931124    2449315.500000000000      .287560   -.04270   .44700
931125    2449316.500000000000      .285160   -.04170   .44800
931126    2449317.500000000000      .282830   -.04090   .44890
931127    2449318.500000000000      .280620   -.04010   .44960
931128    2449319.500000000000      .278510   -.03930   .45030
931129    2449320.500000000000      .276520   -.03860   .45080
931130    2449321.500000000000      .274640   -.03770   .45130
931201    2449322.500000000000      .272820   -.03660   .45190
931202    2449323.500000000000      .271000   -.03530   .45260
931203    2449324.500000000000      .269090   -.03380   .45340
931204    2449325.500000000000      .267100   -.03210   .45460
931205    2449326.500000000000      .264870   -.03060   .45560
931206    2449327.500000000000      .262460   -.02900   .45660
931207    2449328.500000000000      .259880   -.02760   .45760
931208    2449329.500000000000      .257200   -.02630   .45860
931209    2449330.500000000000      .254510   -.02500   .45950
931210    2449331.500000000000      .251870   -.02370   .46040
931211    2449332.500000000000      .249370   -.02240   .46140
931212    2449333.500000000000      .247010   -.02120   .46240
